AnimalName,symptoms1,symptoms2,symptoms3,symptoms4,symptoms5,Dangerous
Buffaloes,Skin rashes,Diarrhea,Death,Facial edema,Pain,Yes
Buffaloes,Fever,Dyspnea,Coughing,Lethargy,Weightloss,Yes
Buffaloes,Fever,Dyspnea,Coughing,weakness,Anorexia,Yes
Buffaloes,Facial edema,Dyspnea,Conjuctivtis,Weakness,Pharyngitis,Yes
Buffaloes,Fever,Pneumonia ,Congestion,Lethargy,Nasal Discharge,Yes
Buffaloes,Fever,Death,Coughing,Weight loss,Nasal Discharge,Yes
Buffaloes,Sneezing,Convulsion,Seizuers,Weight loss,Nasal Discharge,Yes
Buffaloes,Fever,Death,Coughing,Dyspnea,Anorexia,Yes
Buffaloes,Dyspnea,Difficulty in breathing,Coughing,Lethargy,Nasal Discharge,Yes
Buffaloes,Air sacculitis,Halitosis,Coughing,Enteritis,Weight loss,Yes
Buffaloes,Fever,Convulsion,Sudden death,Urine retention,Weight loss,Yes
Buffaloes,Dyspnea,Neurologic sign,Coughing,Depression,Anorexia,Yes
Buffaloes,Fever,Dyspnea,Coughing,Lethargy,Anorexia,Yes
Buffaloes,Labored breathing,Dyspnea,Coughing,Depression,Anorexia,Yes
Buffaloes,Blood from mouth,Diarrhea,Coughing,Lethargy,Weight loss,Yes
Buffaloes,Hemopytsis,Diarrhea,Asymptomatic,Death,Epistaxis,Yes
Buffaloes,Restlessness,Weakness,Blue straws,Death,Pain,Yes
Buffaloes,Stripped remiges,Less Feather growth,Ruffled feathers,Defienciency in vitamin,Diarrhea,Yes
Buffaloes,Apathy,Depression,Dilation of duodenum,Cloacal pasting,Congestion,Yes
Buffaloes,Lepatomegaly,Splenomegaly,Vomiting,Swollen,Shaking oh head,Yes
Buffaloes,Balance problem,Abdominal destention,Neck Paralysis,Weight loss,Pains,Yes
Buffaloes,Legness,Paresis,Coughing,Weight loss,Shortness of breath,Yes
Buffaloes,Fever,Sour Throat,Mortality,Muscle aches,Abnormalities,Yes
Buffaloes,Difficulty in feeding,Preening,Weakness,Beak overgrowth,Anemia,Yes
Buffaloes,Fever,Loss of appetite,Ear infection,Depression,Nasal Discharge,Yes
Buffaloes,Forthy eye,Torticollis,Weakness,Swelling,Emaciation,Yes
Buffaloes,Inappentence,Diarrhea,Tremors of the head,Dehydration,Weight loss,Yes
Buffaloes,Lack of walking,Lack of flying,Roughened,Dehydration,Pains,Yes
Buffaloes,Skin rashes,Small and yellow bumps,Swelling,Dry Scabs,Lameness,Yes
Buffaloes,Scabs On feet,Redness ,Trachea,Thickening of skin,Pains,Yes
Buffaloes,Enlarged Thymus,Obstructed Lungs,Lethargy,Skin rashes,Weight loss,Yes
Buffaloes,Fluffed Feather,Loss of appetite,Coughing,Vomiting,Snoring,Yes
Buffaloes,Fever,Difficultty in Breathing,Yellow Eye,Sneezing,Diphtherictic,Yes
Buffaloes,Heavy Breathing,Yellow in beak,Tail_Bobbing,Weakness,Sleeping Excessively,Yes
Buffaloes,Puffed_up Feather,Less Eat,Headache,Half-closed eye,Seizures,Yes
Buffaloes,Fever,Diarrhea,Swollen Abdomen,Vomiting,Difficulty in Breathing,Yes
Buffaloes,Tail Wagging,Straining,Lethargy,Weakness,Diarrhea,Yes
Buffaloes,Overweight,Loss of Appetite,Ruffled feathers,Depression,Diarrhea,Yes
Buffaloes,Dejection,Loss of Appetite,Stress,Coughing,Pains,Yes
Buffaloes,Skin infection,Secondary Infection,Coughing,Depression,Shaking oh head,Yes
Buffaloes,Discharge From eyes,Lethargy,Coughing,Sneezing,Fatique,Yes
Buffaloes,Fever,Chills,Retarded Growth,Chest Pain,Chest Pain,Yes
Buffaloes,Pale comb,Lame,Death,Swolling of joint,Eye closed,Yes
Buffaloes,Lethargy,Loss of appetite,Difficulty in Swallowing,Weakness,Vision Problem,Yes
Buffaloes,Emaciation,Difficulty in breathing,Vomiting,Weakness,Diarrhea,Yes
Buffaloes,Liquid Dropping,Exhaustion,Ataxia,Lethargy,Seizures,Yes
Buffaloes,Undigested in their feces,Loss of Appetite,Loss of pigment,Weakness,Bloody in feather,Yes
Buffaloes,Sharp Feather,Clubbed Feather,Eye disharge,Loss of powder down,Diarrhea,Yes
Buffaloes,Ruffled Appearance,Loss of Appetite,Vomiting,Green Dropping,Nasal Discharge,Yes
Buffaloes,Sinuses,Swollen Eyelids,Skin rashes,Sneezing,Misshapen Beak,Yes
Buffaloes,Feather Loss,Feather Plucking,Coughing,Itching,Nasal Discharge,Yes
Buffaloes,Watery Eyes,Eye closed,Weight loss,Sneezing,Nervous Issue,Yes
Buffaloes,Bony Lesion,Skin Rashes,Ataxia,Anorexia,Weakness,Yes
Buffaloes,Tremor of head and neck,Blindness,Kicking at the belly,Exercise in tolerance,Pains,Yes
Buffaloes,Swollen Belly,Dullness,Discharge,Urination,Lying down,Yes
Buffaloes,Fever,Dullness,Depression,Weight loss,Anorexia,Yes
Buffaloes,Fever,Succumb,Spread of infection,Weight loss,Anorexia,Yes
Buffaloes,Signs in rams,Signs in ewe,Underdeveloped muscles,Semen Examination,Reduce Lamp marking,Yes
Buffaloes,Spines,Unusally thin,Weakness,Enlarged skulls,Weakness,Yes
Buffaloes,Discharge ,Sudden Abortion,Hemoglobinuria,Death of lamb,Weight Loss,Yes
Buffaloes,Fever,Hemolytic anemia,Sweats,congestion,Jaundice,Yes
Buffaloes,Fever,Tiredness,loss of appetite,Muscle aches,Chest Pain,Yes
Buffaloes,Excess salivation,Diarrhea,Depression,Nasal discharge,Weakness,Yes
Buffaloes,Fever,Diarrhea,Incoordination,Abortion,Blood Poisioning ,Yes
Buffaloes,Fever,Wasting,Dehydration,Deability,Weakness,Yes
Buffaloes,Fever,Diarrhea,Muscle twiching,Lameness,Weight loss,Yes
Buffaloes,Teeth griding,Apathy,Dehydration,Ruminal stasis,Watery faeces,
Buffaloes,Fever,Depression,Lying down,Weak Pulse,Colic,Yes
Buffaloes,Swelling,Lameness,Hyperaestesia,Hock joint,Weight loss,Yes
Buffaloes,Head tilt,Circling,Muscles ache,Blindness,Seizures,Yes
Buffaloes,Decreased growth of bone,Depression,Grunting,Lameness,Weight loss,Yes
Buffaloes,Swollen left abdomen,Lying Down,Staggering,Urination,Extension of neck,Yes
Buffaloes,Cessation of eructation,Difficulty in breathing,Depression,Anorexia,Colic,Yes
Buffaloes,Fever,Excession Salivation,Abnormal conformation,Ulcerated muscle,Ulcerated ear,Yes
Buffaloes,Barren ewes,Abortion,Poor conformation,Hairy Fleeces,Weight loss,Yes
Pig,Tremor ,Viability,Coughing,Anorexia,Weight Loss,Yes
Pig,Fever,Tachypea,Swelling of head and neck,Anorexia,Nasal Discharge,Yes
Pig,lllthrift,Skin Lesion,Lameness,Swelling on theBody,Weight loss,Yes
Pig,Swelling,Heat,Flank,Pain,Nasal Discharge,Yes
Pig,Fever,Loss of appetite,Lameness,Rump,Weight Loss,Yes
Pig,Fever,Swelling,loss of appetite,Anorexia,Weight Loss,Yes
Pig,Fever,Diarrhea,Bloody droping,Abdominal discomfort,Lethargy,Yes
Pig,Fever,Depression,Small intestines,Death,Flock Moratality,Yes
Pig,haemorrhage,Straw colored,Abdominal pain,Death,Carcass decomposes,Yes
Pig,Bloody Diarhhea,Depression,Dullness,Death,Weakness,Yes
Pig,Reluctant Move,Loss of Appetite,Lameness,Death,Weakness,Yes
Pig,Fever,Depression,loss of appetite,Loss of appetite,Pains,Yes
Pig,Fever,Difficulty in breathing,Lethargy,Death,Pains,Yes
Pig,Poor wool,Loss of Appetite,Lameness,Small size,Poor Body condition,Yes
Pig,Poor immune function,Achomotrica,Dehydration,Death,Pains,Yes
Pig,Abdominal pain,Diarrhea,Malpresentation,Shock,Anorexia,Yes
Pig,Fetopelvic dispropotion,Uteria inertia,Despression,Death,Pains,Yes
Pig,Watery Diarrhea dispropotion,Sick,Corneal Ulceration,Loss of appetite,Death,Yes
Pig,Severe kerititis,Conjunctive,Discharge,Iris prolapse,Loss of eye,Yes
Pig,Swollen,Testical Pain,Itches,Bloody discharge,Tenderness,Yes
Pig,Fever,Diarrhea,Depression,Scratches,Weight Loss,Yes
Pig,Foul Smelling,Dullness,Dirty,Stained Wool,Tail shaking,Yes
Pig,Sheep often bites,Fleece become thin,Loss of wool,Death,Pains,Yes
Pig,Fever,Dullness,Dullness,Skin Rashes,Pains,Yes
Pig,Fever,Difficulty in breathing,Rub,Coughing,Sneezing,Yes
Pig,Restlessness,Kick,Lethargy,Nible at their wool,Scratching,Yes
Pig,Jaundice,Loss of appetite,Rough Hair coat,Coughing,Death,Yes
Pig,Fever,Reduce Reproductive potential,Agalactia,Loss of milk production,Sloughing of the tail,Yes
Pig,Pyrexia,Oral lesion,Swelling,Lameness,Death,Yes
Pig,Red skin,Loss of appetite,Moist,Lameness,Pains,Yes
Pig,Limping,Skin colour change,Flabby,Raw,Sensitive to touch,Yes
Pig,Groosly enlarged,Skin may thicken,Convulsion,Edematous,Pains,Yes
Pig,Hyperexcitability,Muscular Spasms,Gums,Death,Pains,Yes
Pig,Decreased eyelid,Very cold skin,Lethargy,Lip,Fever,Yes
Pig,Fever,Diarrhea,Muscus,Weight loss,Death,Yes
Pig,Foul Smelling,Diarrhea,Colic,Bloody discharge,Blood Clots,Yes
Pig,Inability to digest,Diarrhea,Dehydration,Weight loss,Anemia,Yes
Pig,Fever,Diarrhea,Pot belly,Death,Loss of appettite,Yes
Pig,Emaciation,Diarrhea,Coughing,Weight loss,Death,Yes
Pig,Respiratory distress,Diarrhea,Death,Reduce milk ,Weight loss,Yes
Pig,lllthrift,Bottle jaw,Strange behaviour,Aneamia,Jaundice,Yes
Pig,Fever,Lameness,Wasting,Blindness,Staggering,Yes
Pig,Fever,Diarrhea,Clearly unthrifty,Weight loss,Good appetite,Yes
Pig,Fever,Dullness,Relunctance to walk,Infected navels,Pains,Yes
Pig,Tenderness,Foot Hot,Facial Paralysis,Weight loss,Pains,Yes
Pig,Fever,Lack of coordination,Painfull to touch,Circling,Depression,Yes
Pig,Swollen,Warm,Constipation,Depression,Bloody,Yes
Pig,Fever,Loss of appetite,Stumbling,Restlessness,Pains,Yes
Pig,Unsteady Gait,Twitching,Blindness,Swelling on joints,Pains,Yes
Pig,Fever,Ulcer,Scabs,Discharge from eye,Pains,Yes
Pig,Smell of ammonia,Ulcer,Depression,Swelling,Pains,Yes
Pig,Fever,Lethargy,Blindness,Inappentence,Increased in breathing,Yes
Pig,Wandering,Circling,Blindness,Head Pressing,Recumbency,Yes
Pig,Tremors,Lying on the side,Difficulty in Swallowing,Death,Not eating,Yes
Pig,Fever,Difficulty in breathing,Coughing,Sneezing,Seizures,Yes
Pig,Swelling,Loss of appetite,Wool loss,Tears,Death,Yes
Pig,Wool is clumped,Feels stiff,Staggering,Skin Rashes,Pains,Yes
Pig,Swaying,Behaviour change,Tremor,Jerky limb movements,Pains,Yes
Pig,Cell Damage,Behaviour change,Weight loss,Pruritis,Death,Yes
Pig,Swelling,Discomfort,Difficulty in rising,Death,Pains,Yes
Pig,Swollen,Hot joints,Pustulses,Difficulty in Walk,Pains,Yes
Pig,Formation of vesicles,Nostrils,Abnormally long leg,Scabs on lip,Pains,Yes
Pig,Skeleten abnormalities,Facial defects,Hair loss,Flat ribs,Underdeveloped muscles,Yes
Tiger,Wether restless,Kicking,Normal appetite,Attempt to urinate,Pains,Yes
Tiger,Inability to stand ,Pains to Walk,Depression,Weakness,Stiffness,Yes
Tiger,Fever,Succumb,Sluggish,Anorexia,Pains,Yes
Tiger,Listless,Bottle jaw,Malpresentation,Death,Oxygen defiency,Yes
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes
Tiger,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes
Donkey,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes
Donkey,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes
Donkey,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes
Donkey,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes
Donkey,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes
Donkey,Fetopelvic dispropotion,Uteria inertia,Malpresentation,Death,Pains,Yes
Donkey,Fetopelvic dispropotion,Uteria inertia,Fast breathing,Death,Pains,Yes
Donkey,Coughing ,panting,"facial swelling,",Production of mucus,Fatigue,Yes
Donkey,cough,sneeze,droopy wings,twisted neck,droopy wings,Yes
Donkey,Shortness of breath.,Fatigue,chirping,loss of appetite,swollen abdomen,Yes
Donkey,Gasping,coughing ,mild weakness,droopy wings,twisted neck,Yes
Donkey,Excessive blood loss,dizziness and fainting,Blurry vision,watery eyes,slow growth,Yes
Donkey,Nosebleed ,Trauma,mild weakness,Nose picking,Dry air,Yes
Donkey,Bleeding from other parts of the body,confusion,Nasal discharge,loss of alertness, dizziness and fainting,Yes
Donkey,Bad breath,Pawing at the face or nose,cough ,Sneezing,Bleeding from the nose,Yes
Donkey,extending its neck,gasping for air,gasping for breath,difficulty swallowing,gasping for breath,Yes
Donkey,difficulty swallowing,cough ,difficulty swallowing,gasping for air,extending its neck,Yes
Donkey,cough ,gasping for air,Weight loss,gasping for breath,extending its neck,Yes
Donkey,weakness,decreased stool production,distended stomach,heavy breathing,restless movement,Yes
Donkey,Eye redness,Frequent eye Infections,Crusty eye lashes and matting of eyelashes,foul smelling stools, increased passing gas,Yes
Donkey,Excessive eye watering,Eye redness,weakness,Mucus discharge from the eye,Frequent eye Infections,Yes
Donkey,Sudden death,loss of appetite, rapid heartbeats,fluffed feathers,lack of vocalizations,Yes
Donkey,unable to urinate,Lightheadedness ,droopiness,rectal bleeding,swollen abdomen,Yes
Donkey,Extreme thirst,bloody discharge,Loss of appetite,inability to fly,loss of wariness,Yes
Donkey,Egg production stops,Broody behavior,loss of appetite,Weight loss,Constipation,Yes
Donkey,nausea,vomiting,loss of appetite,experiencing changes in weight, pain and bloating,Yes
Donkey,burning ache or pain,vomiting,loss of appetite,experiencing changes in weight, pain and bloating,Yes
Donkey,Continuous loss of weight,Regurgitation of food,wheezing,Excessive food intake,Undigested seeds,Yes
Donkey,loss of appetite,lathargy,abortion,gurgling sound,Depression,Yes
Donkey,fever,mild colic,loss of tail tone,loss of appetite,depression,Yes
Donkey,head tilt,lathargy,lathargy,urine dribbling,inability to rise,Yes
Donkey,fever,loss of appetite,respiratory noise,Weight loss,depression,Yes
Donkey,fever,nasal discharge,muscular stiffness,swollen lymph nodes,depression,Yes
Donkey,sweating,muscular spasms,thirst,Weight loss,difficulty moving and eating,Yes
Donkey,loss of appetite,high body temperaure,lack of appetite,diarrhea,sudden death,Yes
Donkey,sweating,dry or tacky gums,reduced appetite,lying down,dull ness,Yes
Donkey,outstretched neck,dull ness,inappetence,noisy breathing,coughing,Yes
Deer,weight loss,dull ness,inappetence,self-isolation,recumbency,Yes
Deer,weight loss,dull ness,muscles problem,self-isolation,recumbency,Yes
Deer,changed gait,dull ness,muscles problem,Pain,Pains,Yes
Deer,changed gait,dull ness,diffuse,difficulty diagnosis,Anemia,Yes
Deer,Difficulty in breathing,swelling problem,bleeding from wounds,frequent yawning,anorexia,Yes
Deer,undernutrition,drinking polluted water,listlessness,Staggering,anorexia,Yes
Deer,wasting,stumbling,listlessness,drooling,drooping ears,Yes
Deer,wasting,stumbling,listlessness,drooling,urination problem,Yes
Deer,wasting,stumbling,listlessness,drooling,urination problem,Yes
Deer,wasting,stumbling,listlessness,drooling,urination problem,Yes
Deer,wasting,stumbling,listlessness,drooling,urination problem,Yes
Deer,wasting,stumbling,listlessness,drooling,urination problem,Yes
Deer,wasting,stumbling,listlessness,drooling,urination problem,Yes
Deer,wasting,stumbling,listlessness,drooling,drooping ears,Yes
Deer,wasting,stumbling,listlessness,drooling,drooping ears,Yes
Deer,wasting,stumbling,Fever,drooling,drooping ears,Yes
Deer,feline infections,lymphosarcoma,difficulty breating,stomatitis,anaemia,Yes
Deer,sudden death,high temperature,difficulty breating,Weight loss,trembling,Yes
Deer,sudden death,high temperature,difficulty breating,Aneamia,trembling,Yes
Deer,sudden death,high temperature,difficulty breating,Staggering,trembling,Yes
Deer,sudden death,high temperature,rapid pulse and heart rates,Depression,trembling,Yes
Deer,fever,loss of appetite,rapid pulse and heart rates,lameness in affected leg,depression,Yes
Deer,fever,loss of appetite,rapid pulse and heart rates,lameness in affected leg,depression,Yes
Deer,fever,loss of appetite,rapid pulse and heart rates,lameness in affected leg,depression,Yes
Deer,fever,loss of appetite,swollen teats,lameness in affected leg,depression,Yes
Deer,swelling,nasal discharge,drooling,tiredness,fever,Yes
Deer,eye discharges,nasal discharge,change their normal behaviour,high body temperature,lameness,Yes
Deer,stop eating,stop drinking,change their normal behaviour,Lameness,Pains,Yes
Deer,stop eating,stop drinking,change their normal behaviour,Weight loss,Pains,Yes
Deer,stop eating,stop drinking,change their normal behaviour,Depression,Pains,Yes
Buffaloes,Fever,Difficulty breathing,Thrist and urination,Lethargy,Sneezing,Yes
Buffaloes,Fever,Diarrhea,Nasal Discharge,Lethargy,Blue Eye,Yes
Buffaloes,Fever,Respiratory distress,Weekness in the back legs,Hyperesthesia,Sudden death,Yes
Buffaloes,Ulcers,Diarrhea,Back Pain,Tarry Stool,Enlarged lymph nodes,Yes
Buffaloes,Facial Swelling,Bloody Drool,Abdominal pain,Unable To Eat,Lossened Teeth,Yes
Buffaloes,Fever,Difficulty breathing,Reduce Energy,Weight loss,Enlarged lymph nodes or Swelling,Yes
Buffaloes,Swelling on leg,Painfull,Poor Appetite,Broken Bones,Nasal Discharge,Yes
Buffaloes,Short term lethargy,Loss of  appetite,Poor Appetite,Rapid Heart Rate,Week pulse,Yes
Buffaloes,Swollen lymph nodes,Difficulty walking,Watery Stool,Lethargy,Vaginal Discharge,Yes
Buffaloes,Fever,Diarrhea,Sneezing,Stiffness,Severe weekness and depression,Yes
Buffaloes,Fever,Loss of  appetite,Coughing,Lameness,Swelling of joints,Yes
Buffaloes,Fever,Chronic eye inflamation,Coughing,Lethargy,Neurologic abnormalities,Yes
Buffaloes,Fever,Swelling of face or leg,Coughing,Depression,Pains,Yes
Buffaloes,Diarrhea with muscus,Tensemus,Nose Bleeds,Flatulence,Pains,Yes
Buffaloes,Strong cough,Runny nose,Darkened skin,Lethargy,Loss of appettite,Yes
Buffaloes,Fever,Inflammed eye,Sneezing,Depression,Limping,Yes
Buffaloes,Fever,Difficulty breathing,Poor Appetite,Eye and Skin change,Unable to exercise,Yes
Buffaloes,Fever,Loss of  appetite,Lession on the skin,Lethargy,Joint Pain,Yes
Buffaloes,Lesions in the nasal cavity,Lesions on nose,Vomiting,Noisy Breathing,Lesions on nose,Yes
Buffaloes,Hair loss,Dandruff,Vomiting,Crusting of the skin,Ulcerated skin,Yes
Buffaloes,Greenish-yellow nasal discharge,Lack of pigmentation,Vomiting,Lethargy,Pain on face,Yes
,Description,Recognition,Symptoms,Similar Conditions,Treatment,Advice/ Prevention
Arthritis and Joint pain (Cats and Dogs),"Arthritis, which is also know as a Degenerative Joint Disease is one of the most common conditions which affects middle aged to senior dogs and cats. Cartilage is found lining the joints where it acts as a protective barrier. Unstable joint moves in an abnormal manner, eroding the cartilage faster than it can be replaced and eventually bones end up rubbing against each other leading mainly to inflammation and pain.","Degenerative Joint Disease has a very negative impact on the animal’s quality of life. The first signs that one can notice is that the cat or dog is very slow and not showing interest in daily activities such as walking up the stairs. This is because the pet is uncomfortable to move since it is painful. For cats it may be a little more difficult to recognise since they spend a lot of time sleeping, however defecating outside the litter box or excessive grooming could be some crucial signs.","Reluctant to walk, jump and run ;Limping ;Slowing down ;Urinating or defecating outside the litter box (a very useful sign for cats) ;Grooming excessively in one area (indicating focal arthritis pain) ;Trouble jumping ;Cats shows aggressive behaviour whilst dogs whimper when touched in the area ;Social desolation ;Lying down more often ;Stiffness ;Pain ;Inflammation",;Ageing ;Serious illness ;Trauma or Accidents ;Infection (septic arthritis),"Non-steroidal Anti-Inflammatory Agents; carprofen, robenacoxib ;Steroids; prednisolone Arthritis is not curable however preventing further erosion is paramount, since it limits the chance of needing surgery in the future.","It is important to stipulate to the correct dosing and not try to adjust it to provide more pain relief. ;Be careful when purchasing any over-the-counter medication. ;Supplement your pet’s diet with omega 3 and 6 fatty acids, glucosamine and chondroitin ;Large breed dogs* are more prone to arthritis, thus it is important to maintain a healthy diet from the start. Provide specifically designed food so that growth takes place at an appropriate rate, since if it occurs too quickly joints might form in an abnormal manner eventually leading to joint disease. ;Certain cat breeds are also more prone to Degenerative Joint Disease, such as Himalayan, Siamese and Persian. ;Arthritis can be prevented by maintaining your pet with a healthy weight. *Golden retrievers, Rottweilers, Labrador retrievers, German shepherds"
Cat flu,"As it can be noted from the nomenclature, this is solely a feline disease. Cat flu is a viral disease and the main strains responsible are the calici, herpes and rhinotracheitis virus. These species are specific meaning that they only transfer the disease from cat to cat. The disease is transmitted through aerosol droplet from secretions (while sneezing) left in the environment. Kittens are more susceptible to the infection since their immune system is not yet completely developed and thus weak.","When a cat is seriously unwell, there is no need of a microbiological diagnosis since manifestations of cat flu symptoms are obvious. However, when unsure or when a stray cat is to be vaccinated, a swab of saliva should be taken for microbiological testing of the virus.","The disease affects the upper respiratory tract; nose, mouth, throat and eyes. ;Sore gums, tongue and eyes (in kittens sore eyes may lead to corneal ulcers) ;Purulent discharge from the eyes and nose (in kittens discharge may cause eyelids to stick together) ;Fever ;Sneezing ;Cough ;Excessive salivation ;Loss of appetite (due to the sore tongue and congestion)",;Common cold ;Viral infections,"No cure is available since it is a viral disease. ;Cat flu vaccine is available for prevention. ;Antibiotics; to prevent secondary bacterial infection, such as pneumonia, due to the weak immune response.","Since there is no cure, the cat’s immune system should fight the disease and this may take up to 2 weeks to resolve. ;It is very important to nurse and support your cat through the disease by cleaning discharge from its nose and eyes. ;Keep your cat warm, well hydrated and hand feeding may support more intake. ;There are many similarities to the symptoms of human flu, but don’t worry humans cannot get the flu. ;Following handling of an infected cat, it is important to wash hands properly and, if possible, change clothes before handling any healthy cats. ;The cat flu vaccine can be given to healthy cats so as to prevent infection and to avoid transmission of the virus to other cats."
Dental disease (Cats and Dogs),"Dental problems are very common in both dogs and cats because of the difficulty to clean their teeth. Apart from this, old age and sticky food also play a crucial role. Plaque is a colourless film which forms on the teeth and builds up over time as tartar. Since this is not removed by mechanical action like humans do, it leads to swollen, inflamed and red gums, known as gingivitis. Eventually, if this is not tackled it leads to a more serious condition known as periodontal disease, where the gums and tissue that support the teeth will be destroyed slowly and bacteria invade the gums. Stomatitis is a reaction to the plaque build up and tartar accumulation. This is more common in cats than in dogs and presents with swelling of the gum tissue, and sometimes it extends to the pharynx including the tongue.",Tartar accumulation can be visible by the naked eye as a yellow-brown film on the teeth. Swelling and redness can also be noticed which indicates either gingivitis or periodontal disease. Stomatitis is suspected when the dog or cat starts refusing food. A thorough investigation might be needed to make sure that dental problems are not due to underlying conditions such as; kidney diseases or diabetes.,";Difficulty eating ;Pain while eating ;Bad breath ;Sore mouth ;Tooth loss ;Loose teeth ;Ferocious behaviour ;Weight loss ;Yellow or brown tartar on the teeth Inflamed and red gums
;Excessive salivation
;Bleeding gums
;Rubbing the mouth
;Cats may end up with a dull and matted coat since grooming is painful",;Kidney failure ;Diabetes ;oral foreign body ;oral cancer,"Preventing dental problems is the best option, however since bacteria might be an issue, antibiotics are prescribed. ;Antibiotics such as; co-amoxiclav, doxycyline and clindamycin. Tooth extraction is another option.",";Do not worry! Dental diseases are curable. ;Support your pet through soft diets and liquids to maintain food intake. ;It is very important to schedule routine oral checkups at your veterinary and regular dental cleanings. ;Provide special pet food that helps to care for the teeth. Avoid sticky food as it sticks to the surface of the teeth and promotes the build up of plaque and tartar. ;Never use toothpaste to clean your pet’s teeth. ;Learn how to clean your pet’s teeth; Introduce the technique gradually and avoid stressing your pet. Keep session short and positive as much as possible. To start, dip your finger into beef gravy and rub against the teeth gently in a circular motion. Slowly, introduce gauze wrapped around your finger and eventually, try to introduce a soft tooth brush specially designed for pets. ;Normal dry food provides a moderate cleaning action by chewing on the kibbles."
